assessmentId,internalTaxonId,scientificName,code,name,stressCode,stressName,ancestry,ias,internationalTrade,scope,severity,text,timing,virus
72420970,72420232,Quercus chapmanii,1.1,Housing & urban areas,"","",,,,Unknown,Unknown,,Ongoing,
78457047,167860,Eriocaulon aquaticum,8.2.1,Unspecified species,2.3.2,Competition,,,,,,bog succession ,Ongoing,
78457047,167860,Eriocaulon aquaticum,7.2.4,Abstraction of surface water (unknown use),1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
78457052,176004,Hammarbya paludosa,7.2.4,Abstraction of surface water (unknown use),1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,,,,Ongoing,
78457052,176004,Hammarbya paludosa,3.2,Mining & quarrying,1.2,Ecosystem degradation,,,,,,,Ongoing,
78457072,164451,Littorella uniflora,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
78457072,164451,Littorella uniflora,1.3,Tourism & recreation areas,1.2,Ecosystem degradation,,,,,,,Ongoing,
78457112,175931,Neottia cordata,5.3.5,Motivation Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,Unknown,,Ongoing,
78457182,175276,Sparganium glomeratum,7.2.4,Abstraction of surface water (unknown use),1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Unknown,Unknown,,Ongoing,
78457182,175276,Sparganium glomeratum,4.1,Roads & railroads,1.2|2.1,Ecosystem degradation|Species mortality,,,,Unknown,Unknown,,Ongoing,
78457182,175276,Sparganium glomeratum,1.1,Housing & urban areas,1.2|2.1,Ecosystem degradation|Species mortality,,,,Unknown,Unknown,,Ongoing,
78747319,44156,Clermontia samuelii,11.1,Habitat shifting & alteration,1.2,Ecosystem degradation,,,,,,,Future,
78747319,44156,Clermontia samuelii,6.1,Recreational activities,1.2|2.2,Ecosystem degradation|Species disturbance,,,,,,,Ongoing,
78747319,44156,Clermontia samuelii,8.1.2,Named species,2.3.2,Competition,,Paspalum urvillei,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
78747319,44156,Clermontia samuelii,8.1.2,Named species,2.3.2,Competition,,Paspalum conjugatum,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
78747319,44156,Clermontia samuelii,8.1.2,Named species,2.3.2,Competition,,Tibouchina herbacea,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
78747319,44156,Clermontia samuelii,8.1.2,Named species,1.2|2.1,Ecosystem degradation|Species mortality,,Sus domesticus,,Majority (50-90%),Rapid Declines,,Ongoing,
78747319,44156,Clermontia samuelii,8.1.2,Named species,2.3.2,Competition,,Unspecified Juncus,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
78747319,44156,Clermontia samuelii,8.1.2,Named species,2.3.2,Competition,,Hedychium coronarium,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
78747319,44156,Clermontia samuelii,8.1.2,Named species,1.2|2.2|2.3.2,Ecosystem degradation|Species disturbance|Competition,,Hedychium gardnerianum,,,,,Ongoing,
78747319,44156,Clermontia samuelii,8.1.2,Named species,1.2|2.2|2.3.2,Ecosystem degradation|Species disturbance|Competition,,Clidemia hirta,,,,,Ongoing,
78747319,44156,Clermontia samuelii,8.1.2,Named species,1.2|2.2|2.3.2,Ecosystem degradation|Species disturbance|Competition,,Miconia calvescens,,,,,Ongoing,
78747319,44156,Clermontia samuelii,8.1.2,Named species,2.1,Species mortality,,Unspecified GASTROPODA,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
78747319,44156,Clermontia samuelii,8.1.2,Named species,2.1,Species mortality,,Unspecified Rattus,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
78747319,44156,Clermontia samuelii,5.2.1,Intentional use (species is the target),2.1,Species mortality,,,No,,,,Ongoing,
78749191,16201591,Euphorbia skottsbergii,7.1.1,Increase in fire frequency/intensity,1.2|2.1,Ecosystem degradation|Species mortality,,,,,,,Ongoing,
78749191,16201591,Euphorbia skottsbergii,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
78749191,16201591,Euphorbia skottsbergii,8.1.1,Unspecified species,1.2|2.1|2.2|2.3.2,Ecosystem degradation|Species mortality|Species disturbance|Competition,,,,,,,Ongoing,
78749191,16201591,Euphorbia skottsbergii,10.2,Earthquakes/tsunamis,1.2,Ecosystem degradation,,,,,,,Future,
78749191,16201591,Euphorbia skottsbergii,11.1,Habitat shifting & alteration,1.2,Ecosystem degradation,,,,,,,Ongoing,
78749191,16201591,Euphorbia skottsbergii,11.2,Droughts,1.2|2.1,Ecosystem degradation|Species mortality,,,,,,,Ongoing,
78749191,16201591,Euphorbia skottsbergii,11.4,Storms & flooding,1.2,Ecosystem degradation,,,,,,,Ongoing,
78764685,62986,Zanthoxylum dipetalum,8.1.1,Unspecified species,"","",,,,,,,Ongoing,
78764685,62986,Zanthoxylum dipetalum,7.1.1,Increase in fire frequency/intensity,"","",,,,,,,Ongoing,
78764685,62986,Zanthoxylum dipetalum,11.1,Habitat shifting & alteration,"","",,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
78764685,62986,Zanthoxylum dipetalum,8.1.2,Named species,"","",,Cenchrus clandestinus,,,,,Ongoing,
78764685,62986,Zanthoxylum dipetalum,8.1.2,Named species,"","",,Cenchrus setaceus,,,,,Ongoing,
78764685,62986,Zanthoxylum dipetalum,8.1.2,Named species,"","",,Capra hircus,,,,,Ongoing,
78764685,62986,Zanthoxylum dipetalum,8.1.2,Named species,"","",,Sus domesticus,,,,,Ongoing,
78764685,62986,Zanthoxylum dipetalum,8.1.2,Named species,"","",,Axis axis,,,,,Ongoing,
78764685,62986,Zanthoxylum dipetalum,8.1.2,Named species,"","",,Lantana camara,,,,,Ongoing,
78764685,62986,Zanthoxylum dipetalum,8.1.2,Named species,"","",,Grevillea robusta,,,,,Ongoing,
78764685,62986,Zanthoxylum dipetalum,8.1.2,Named species,"","",,Leucaena leucocephala,,,,,Ongoing,
78774501,78774453,Asplenium dielerectum,11.1,Habitat shifting & alteration,1.2,Ecosystem degradation,,,,Whole (>90%),"Slow, Significant Declines",,Future,
78774501,78774453,Asplenium dielerectum,8.1.2,Named species,2.3.2,Competition,,Rubus rosifolius,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
78774501,78774453,Asplenium dielerectum,8.1.2,Named species,2.3.2,Competition,,Cirsium vulgare,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
78774501,78774453,Asplenium dielerectum,8.1.2,Named species,2.3.2,Competition,,Prunella vulgaris,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
78774501,78774453,Asplenium dielerectum,8.1.2,Named species,2.1|2.3.7,Species mortality|Reduced reproductive success,,Unspecified Deroceras,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
78774501,78774453,Asplenium dielerectum,8.1.2,Named species,2.1,Species mortality,,Sus domesticus,,Whole (>90%),Rapid Declines,,Ongoing,
78774709,78774640,Asplenium dielpallidum,8.1.1,Unspecified species,1.2|2.1|2.3.2|2.3.7,Ecosystem degradation|Species mortality|Competition|Reduced reproductive success,,,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
78774709,78774640,Asplenium dielpallidum,10.3,Avalanches/landslides,1.2|2.1,Ecosystem degradation|Species mortality,,,,Majority (50-90%),Rapid Declines,,Ongoing,
78774709,78774640,Asplenium dielpallidum,11.4,Storms & flooding,2.1,Species mortality,,,,Majority (50-90%),Rapid Declines,,Ongoing,
78774709,78774640,Asplenium dielpallidum,7.1.1,Increase in fire frequency/intensity,1.2|2.1,Ecosystem degradation|Species mortality,,,,Majority (50-90%),Rapid Declines,,Ongoing,
78774709,78774640,Asplenium dielpallidum,8.1.2,Named species,1.2|2.1|2.3.7,Ecosystem degradation|Species mortality|Reduced reproductive success,Feral,Capra hircus,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
78774709,78774640,Asplenium dielpallidum,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Lantana camara,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
78774709,78774640,Asplenium dielpallidum,8.1.2,Named species,1.2|2.1|2.3.7,Ecosystem degradation|Species mortality|Reduced reproductive success,,Odocoileus hemionus,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
78774709,78774640,Asplenium dielpallidum,8.1.2,Named species,1.2|2.1|2.3.7,Ecosystem degradation|Species mortality|Reduced reproductive success,Feral,Sus domesticus,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
78777138,78777135,Cyanea grimesiana,8.1.1,Unspecified species,1.2|2.1|2.3.7,Ecosystem degradation|Species mortality|Reduced reproductive success,,,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
78777138,78777135,Cyanea grimesiana,11.1,Habitat shifting & alteration,1.2,Ecosystem degradation,,,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
78777138,78777135,Cyanea grimesiana,8.1.2,Named species,2.3.7,Reduced reproductive success,,Rattus exulans,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
78777138,78777135,Cyanea grimesiana,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Psidium cattleianum,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
78777138,78777135,Cyanea grimesiana,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Clidemia hirta,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
78777138,78777135,Cyanea grimesiana,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Schinus terebinthifolia,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
78777138,78777135,Cyanea grimesiana,7.1.1,Increase in fire frequency/intensity,1.2|2.1,Ecosystem degradation|Species mortality,,,,Whole (>90%),Very Rapid Declines,,Ongoing,
78777138,78777135,Cyanea grimesiana,8.1.2,Named species,1.2|2.1|2.3.7,Ecosystem degradation|Species mortality|Reduced reproductive success,Feral,Sus domesticus,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
78777222,78777213,Cyanea lobata,7.1.1,Increase in fire frequency/intensity,1.2,Ecosystem degradation,,,,,,,Ongoing,
78777222,78777213,Cyanea lobata,11.4,Storms & flooding,1.2|2.1,Ecosystem degradation|Species mortality,,,,,,,Ongoing,
78777222,78777213,Cyanea lobata,11.1,Habitat shifting & alteration,1.2,Ecosystem degradation,,,,,,,Ongoing,
78777222,78777213,Cyanea lobata,11.2,Droughts,1.2,Ecosystem degradation,,,,,,,Ongoing,
78777222,78777213,Cyanea lobata,11.3,Temperature extremes,1.2,Ecosystem degradation,,,,,,,Ongoing,
78777222,78777213,Cyanea lobata,8.1.1,Unspecified species,1.2|2.1|2.2|2.3.2,Ecosystem degradation|Species mortality|Species disturbance|Competition,,,,,,,Ongoing,
78777287,78777282,Cyanea longiflora,8.1.1,Unspecified species,1.2|2.1|2.3.2|2.3.7,Ecosystem degradation|Species mortality|Competition|Reduced reproductive success,,,,,,,Ongoing,
78777287,78777282,Cyanea longiflora,11.1,Habitat shifting & alteration,1.2|2.1,Ecosystem degradation|Species mortality,,,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
78777287,78777282,Cyanea longiflora,7.1.1,Increase in fire frequency/intensity,1.2|2.1,Ecosystem degradation|Species mortality,,,,Majority (50-90%),Rapid Declines,,Ongoing,
78777314,78777299,Cyanea magnicalyx,12.1,Other threat,2.3.4|2.3.5,Loss of pollinator|Inbreeding,,,,Whole (>90%),Rapid Declines,,Ongoing,
78777314,78777299,Cyanea magnicalyx,8.1.1,Unspecified species,1.2|2.2,Ecosystem degradation|Species disturbance,,,,Whole (>90%),Rapid Declines,,Ongoing,
78777314,78777299,Cyanea magnicalyx,11.2,Droughts,1.2|2.1,Ecosystem degradation|Species mortality,,,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
78777314,78777299,Cyanea magnicalyx,11.1,Habitat shifting & alteration,1.2,Ecosystem degradation,,,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
78777314,78777299,Cyanea magnicalyx,10.3,Avalanches/landslides,1.2|2.1,Ecosystem degradation|Species mortality,,,,Majority (50-90%),Rapid Declines,,Ongoing,
78777314,78777299,Cyanea magnicalyx,8.1.2,Named species,2.3.7,Reduced reproductive success,,Unspecified Rattus,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
78777314,78777299,Cyanea magnicalyx,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Psidium cattleianum,,Whole (>90%),Rapid Declines,,Ongoing,
78777314,78777299,Cyanea magnicalyx,8.1.2,Named species,1.2|2.1|2.3.7,Ecosystem degradation|Species mortality|Reduced reproductive success,Feral,Sus domesticus,,Whole (>90%),Rapid Declines,,Ongoing,
78777477,78777444,Cyanea platyphylla,8.1.2,Named species,2.1,Species mortality,,Sus domesticus,,Whole (>90%),Rapid Declines,,Ongoing,
78777477,78777444,Cyanea platyphylla,8.1.2,Named species,2.3.2,Competition,,Unspecified PLANTAE,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
78777477,78777444,Cyanea platyphylla,8.1.2,Named species,2.3.7,Reduced reproductive success,,Unspecified NEOGASTROPODA,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
78777477,78777444,Cyanea platyphylla,8.1.2,Named species,2.3.7,Reduced reproductive success,,Unspecified Deroceras,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
78777477,78777444,Cyanea platyphylla,8.1.2,Named species,2.1|2.3.7,Species mortality|Reduced reproductive success,,Unspecified Rattus,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
78777788,78777783,Cyanea shipmanii,12.1,Other threat,2.3.4|2.3.5,Loss of pollinator|Inbreeding,,,,Whole (>90%),Rapid Declines,,Ongoing,
78777788,78777783,Cyanea shipmanii,8.1.1,Unspecified species,1.2|2.2,Ecosystem degradation|Species disturbance,,,,Whole (>90%),Rapid Declines,,Ongoing,
78777788,78777783,Cyanea shipmanii,11.1,Habitat shifting & alteration,1.2,Ecosystem degradation,,,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
78777788,78777783,Cyanea shipmanii,8.1.2,Named species,2.3.7,Reduced reproductive success,,Unspecified Rattus,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
78777788,78777783,Cyanea shipmanii,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Ilex aquifolium,,Whole (>90%),Rapid Declines,,Ongoing,
78777788,78777783,Cyanea shipmanii,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Ehrharta stipoides,,Whole (>90%),Rapid Declines,,Ongoing,
78777788,78777783,Cyanea shipmanii,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Rubus argutus,,Whole (>90%),Rapid Declines,,Ongoing,
78777788,78777783,Cyanea shipmanii,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Passiflora tarminiana,,Whole (>90%),Rapid Declines,,Ongoing,
78777788,78777783,Cyanea shipmanii,8.1.2,Named species,1.2|2.1|2.3.7,Ecosystem degradation|Species mortality|Reduced reproductive success,,Capra hircus,,Whole (>90%),Rapid Declines,,Ongoing,
78777788,78777783,Cyanea shipmanii,8.1.2,Named species,1.2|2.1|2.3.7,Ecosystem degradation|Species mortality|Reduced reproductive success,Feral,Sus domesticus,,Whole (>90%),Rapid Declines,,Ongoing,
78777788,78777783,Cyanea shipmanii,8.1.2,Named species,1.2|2.1|2.3.7,Ecosystem degradation|Species mortality|Reduced reproductive success,Feral,Bos taurus,,Whole (>90%),Rapid Declines,,Ongoing,
78786332,78786326,Cyperus pennatiformis,7.1.1,Increase in fire frequency/intensity,1.2,Ecosystem degradation,,,,,,,Ongoing,
78786332,78786326,Cyperus pennatiformis,10.2,Earthquakes/tsunamis,1.2,Ecosystem degradation,,,,,,,Future,
78786332,78786326,Cyperus pennatiformis,11.2,Droughts,1.2,Ecosystem degradation,,,,,,,Ongoing,
78786332,78786326,Cyperus pennatiformis,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Unspecified PLANTAE,,,,,Ongoing,
78786332,78786326,Cyperus pennatiformis,8.1.1,Unspecified species,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,,,,,,,Ongoing,
78810739,78810736,Quercus chihuahuensis,2.3.2,"Small-holder grazing, ranching or farming",1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,,,,Majority (50-90%),Causing/Could cause fluctuations,,Ongoing,
78810739,78810736,Quercus chihuahuensis,6.1,Recreational activities,1.2|2.2,Ecosystem degradation|Species disturbance,,,,Minority (<50%),Unknown,,Ongoing,
78810739,78810736,Quercus chihuahuensis,7.1.3,Trend Unknown/Unrecorded,2.1|2.2,Species mortality|Species disturbance,,,,Unknown,Unknown,,"Past, Unlikely to Return",
78811590,78811580,Quercus cornelius-mulleri,6.1,Recreational activities,1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
78914539,78914533,Quercus douglasii,2.3.2,"Small-holder grazing, ranching or farming",1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,,,,Minority (<50%),Unknown,,Ongoing,
78914539,78914533,Quercus douglasii,11.2,Droughts,2.1|2.3.7,Species mortality|Reduced reproductive success,,,,Unknown,Unknown,,Ongoing,
78914539,78914533,Quercus douglasii,8.1.1,Unspecified species,2.3.2,Competition,,,,Unknown,Unknown,,Ongoing,
78914539,78914533,Quercus douglasii,1.1,Housing & urban areas,1.1,Ecosystem conversion,,,,Unknown,Unknown,,Ongoing,
78914539,78914533,Quercus douglasii,7.1.2,Supression in fire frequency/intensity,1.2,Ecosystem degradation,,,,Majority (50-90%),Unknown,,Ongoing,
78914539,78914533,Quercus douglasii,8.2.2,Named species,2.3.7,Reduced reproductive success,,Unspecified GEOMYIDAE,,Unknown,Unknown,,Ongoing,
78914539,78914533,Quercus douglasii,8.2.2,Named species,2.3.7,Reduced reproductive success,,Odocoileus hemionus,,Unknown,Unknown,,Ongoing,
78921998,78921986,Quercus grisea,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Majority (50-90%),Unknown,,Ongoing,
78921998,78921986,Quercus grisea,2.1.2,Small-holder farming,1.1|2.1,Ecosystem conversion|Species mortality,,,,Unknown,Unknown,,Ongoing,
78921998,78921986,Quercus grisea,5.3.1,Intentional use: (subsistence/small scale) [harvest],2.1,Species mortality,,,,Unknown,Unknown,,Ongoing,
78921998,78921986,Quercus grisea,11.1,Habitat shifting & alteration,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
78967171,78967163,Quercus intricata,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
78967171,78967163,Quercus intricata,1.2,Commercial & industrial areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
78967171,78967163,Quercus intricata,5.2.2,Unintentional effects (species is not the target),1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
78967171,78967163,Quercus intricata,7.1.2,Supression in fire frequency/intensity,1.2|1.3,Ecosystem degradation|Indirect ecosystem effects,,,,Unknown,Unknown,,Ongoing,
78967171,78967163,Quercus intricata,11.2,Droughts,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
78969911,78969903,Quercus oblongifolia,2.3.2,"Small-holder grazing, ranching or farming",1.2|2.2,Ecosystem degradation|Species disturbance,,,,Unknown,Unknown,,Ongoing,
78969911,78969903,Quercus oblongifolia,8.2.2,Named species,2.1|2.2,Species mortality|Species disturbance,,Inonotus andersonii,,Minority (<50%),Unknown,,Ongoing,
78970982,78970940,Quercus palmeri,1.1,Housing & urban areas,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Unknown,"Slow, Significant Declines",,Ongoing,
78970982,78970940,Quercus palmeri,11.1,Habitat shifting & alteration,1.1,Ecosystem conversion,,,,Majority (50-90%),Causing/Could cause fluctuations,,Ongoing,
78970982,78970940,Quercus palmeri,11.2,Droughts,1.2,Ecosystem degradation,,,,Whole (>90%),Rapid Declines,,Ongoing,
78970982,78970940,Quercus palmeri,8.2.1,Unspecified species,2.3.1,Hybridisation,,,,Unknown,Unknown,,Ongoing,
78970982,78970940,Quercus palmeri,1.3,Tourism & recreation areas,1.2|2.2,Ecosystem degradation|Species disturbance,,,,Unknown,Causing/Could cause fluctuations,,Ongoing,
78970982,78970940,Quercus palmeri,7.1.3,Trend Unknown/Unrecorded,2.1|2.2|2.3.7,Species mortality|Species disturbance|Reduced reproductive success,,,,Majority (50-90%),Causing/Could cause fluctuations,,Ongoing,
78972404,78972401,Quercus sadleriana,1.1,Housing & urban areas,1.1|1.2|2.2,Ecosystem conversion|Ecosystem degradation|Species disturbance,,,,Minority (<50%),Unknown,,Ongoing,
78972404,78972401,Quercus sadleriana,6.1,Recreational activities,1.2|2.2,Ecosystem degradation|Species disturbance,,,,Minority (<50%),Unknown,,Ongoing,
78972404,78972401,Quercus sadleriana,4.1,Roads & railroads,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Minority (<50%),Causing/Could cause fluctuations,,Ongoing,
78972404,78972401,Quercus sadleriana,7.1.2,Supression in fire frequency/intensity,1.3,Indirect ecosystem effects,,,,Majority (50-90%),Unknown,,Ongoing,
78972404,78972401,Quercus sadleriana,5.3.2,Intentional use: (large scale) [harvest],1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Unknown,Unknown,,Ongoing,
78972404,78972401,Quercus sadleriana,2.3.2,"Small-holder grazing, ranching or farming",1.2|2.2,Ecosystem degradation|Species disturbance,,,,Minority (<50%),Unknown,,Ongoing,
78972404,78972401,Quercus sadleriana,3.2,Mining & quarrying,1.1|1.2|2.2,Ecosystem conversion|Ecosystem degradation|Species disturbance,,,,Unknown,Unknown,,Ongoing,
78978971,78978851,Quercus vacciniifolia,5.3.2,Intentional use: (large scale) [harvest],1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,No,Unknown,Unknown,,Ongoing,
78978971,78978851,Quercus vacciniifolia,11.1,Habitat shifting & alteration,2.2,Species disturbance,,,,Unknown,Unknown,,Future,
78978971,78978851,Quercus vacciniifolia,7.1.2,Supression in fire frequency/intensity,1.2,Ecosystem degradation,,,,Majority (50-90%),Unknown,,Ongoing,
79005397,79005393,Quercus viminea,5.2.1,Intentional use (species is the target),1.1|1.2|2.2,Ecosystem conversion|Ecosystem degradation|Species disturbance,,,,Unknown,Unknown,,Ongoing,
79005397,79005393,Quercus viminea,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
79005397,79005393,Quercus viminea,5.2.2,Unintentional effects (species is not the target),1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
79005397,79005393,Quercus viminea,11.1,Habitat shifting & alteration,1.3,Indirect ecosystem effects,,,,Unknown,Unknown,,Ongoing,
79129558,79129553,Cyrtandra cyaneoides,8.1.1,Unspecified species,"","",,,,,,"The major threats to this taxon include direct competition by invasive non-native plant species, including but not limited to Hedychium gardnerianum, Clidemia hirta, Sphaeropteris cooperi, Erigeron karvinskianus,  and depredation by non-native animals, particularly. In addition, the taxon is threatened by landslides.",Ongoing,
79129558,79129553,Cyrtandra cyaneoides,12.1,Other threat,"","",,,,,,,Ongoing,
79129558,79129553,Cyrtandra cyaneoides,8.1.2,Named species,"","",,Hedychium gardnerianum,,,,,Ongoing,
79129558,79129553,Cyrtandra cyaneoides,8.1.2,Named species,"","",,Clidemia hirta,,,,,Ongoing,
79129558,79129553,Cyrtandra cyaneoides,8.1.2,Named species,"","",,Cyathea cooperi,,,,,Ongoing,
79129558,79129553,Cyrtandra cyaneoides,8.1.2,Named species,"","",,Sus domesticus,,,,,Ongoing,
79129558,79129553,Cyrtandra cyaneoides,8.1.2,Named species,"","",,Erigeron karvinskianum,,,,,Ongoing,
79862844,79862837,Delissea rhytidosperma,8.1.1,Unspecified species,1.2|2.1|2.2|2.3.2|2.3.3|2.3.7,Ecosystem degradation|Species mortality|Species disturbance|Competition|Loss of mutualism|Reduced reproductive success,,,,Whole (>90%),Very Rapid Declines,"Habitat destruction and direct competition from introduced non-native plant species.
Habitat and direct destruction to plants by several introduced .
Damage to stems, fruits and seeds from slugs and non-native rodents.",Ongoing,
79862844,79862837,Delissea rhytidosperma,12.1,Other threat,2.3.4|2.3.5|2.3.7,Loss of pollinator|Inbreeding|Reduced reproductive success,,,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
79862844,79862837,Delissea rhytidosperma,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Melinis minutiflora,,Whole (>90%),Rapid Declines,,Ongoing,
79862844,79862837,Delissea rhytidosperma,8.1.2,Named species,1.2|2.1|2.3.7,Ecosystem degradation|Species mortality|Reduced reproductive success,,Capra hircus,,Whole (>90%),Rapid Declines,,Ongoing,
79862844,79862837,Delissea rhytidosperma,8.1.2,Named species,1.2|2.1|2.3.7,Ecosystem degradation|Species mortality|Reduced reproductive success,Feral,Sus domesticus,,Whole (>90%),Rapid Declines,,Ongoing,
79862844,79862837,Delissea rhytidosperma,8.1.2,Named species,1.2|2.1|2.3.7,Ecosystem degradation|Species mortality|Reduced reproductive success,,Odocoileus hemionus,,Whole (>90%),Rapid Declines,,Ongoing,
79862844,79862837,Delissea rhytidosperma,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Lantana camara,,Whole (>90%),Rapid Declines,,Ongoing,
79862844,79862837,Delissea rhytidosperma,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Melaleuca quinquenervia,,Whole (>90%),Rapid Declines,,Ongoing,
79862844,79862837,Delissea rhytidosperma,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Clidemia hirta,,Whole (>90%),Rapid Declines,,Ongoing,
79862844,79862837,Delissea rhytidosperma,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Cyathea cooperi,,Whole (>90%),Rapid Declines,,Ongoing,
79862844,79862837,Delissea rhytidosperma,8.4.1,Unspecified species,2.1|2.3.7,Species mortality|Reduced reproductive success,,,,Whole (>90%),Rapid Declines,diseases transmitted by leafhoppers and spider mites (USFWS 2008),Ongoing,
79863686,79863661,Delissea takeuchii,8.1.1,Unspecified species,1.2|2.1|2.3.2|2.3.7,Ecosystem degradation|Species mortality|Competition|Reduced reproductive success,,,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
79863686,79863661,Delissea takeuchii,11.1,Habitat shifting & alteration,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
79863686,79863661,Delissea takeuchii,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Psidium cattleianum,,Whole (>90%),Rapid Declines,,Ongoing,
79863686,79863661,Delissea takeuchii,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,,Clidemia hirta,,Whole (>90%),Rapid Declines,,Ongoing,
79863686,79863661,Delissea takeuchii,8.1.2,Named species,1.2|2.1|2.2|2.3.7,Ecosystem degradation|Species mortality|Species disturbance|Reduced reproductive success,Feral,Sus domesticus,,Whole (>90%),Rapid Declines,,Ongoing,
